EventName,EventDate,Quantity,Price,EventDateNo
The Oscar Nominated Short Films 2017: Animation,"Feb 22, 2017 10:00:00 PM",28,242.0,13
The Oscar Nominated Short Films 2017: Animation,"Feb 23, 2017 10:00:00 PM",27,252.5,14
The Oscar Nominated Short Films 2017: Documentary,"Feb 12, 2017 5:30:00 PM",45,389.0,1
The Oscar Nominated Short Films 2017: Documentary,"Feb 12, 2017 7:30:00 PM",19,167.0,2
The Oscar Nominated Short Films 2017: Documentary,"Feb 13, 2017 5:30:00 PM",23,179.25,3
The Oscar Nominated Short Films 2017: Documentary,"Feb 13, 2017 7:30:00 PM",33,271.5,4
The Oscar Nominated Short Films 2017: Live Action,"Feb 10, 2017 7:00:00 PM",88,767.25,1
The Oscar Nominated Short Films 2017: Live Action,"Feb 11, 2017 4:30:00 PM",69,525.75,2
The Oscar Nominated Short Films 2017: Live Action,"Feb 12, 2017 2:30:00 PM",64,487.5,3
The Oscar Nominated Short Films 2017: Live Action,"Feb 14, 2017 5:00:00 PM",32,246.75,4
The Oscar Nominated Short Films 2017: Live Action,"Feb 15, 2017 1:30:00 PM",7,53.25,5
The Oscar Nominated Short Films 2017: Live Action,"Feb 15, 2017 7:00:00 PM",131,1100.0,6
The Oscar Nominated Short Films 2017: Live Action,"Feb 16, 2017 4:30:00 PM",24,186.0,7
The Oscar Nominated Short Films 2018: Animation,"Feb 23, 2018 5:00:00 PM",50,372.75,1
The Oscar Nominated Short Films 2018: Animation,"Feb 25, 2018 2:00:00 PM",141,1107.25,2
The Oscar Nominated Short Films 2018: Animation,"Mar 1, 2018 5:00:00 PM",62,470.25,3
The Oscar Nominated Short Films 2018: Animation,"Mar 3, 2018 12:00:00 PM",34,276.5,4
The Oscar Nominated Short Films 2018: Documentary,"Feb 24, 2018 2:30:00 PM",20,158.25,1
The Oscar Nominated Short Films 2018: Documentary,"Feb 24, 2018 5:00:00 PM",46,342.75,2
The Oscar Nominated Short Films 2018: Documentary,"Feb 24, 2018 7:30:00 PM",61,560.75,3
The Oscar Nominated Short Films 2018: Documentary,"Feb 26, 2018 5:00:00 PM",33,236.75,4
The Oscar Nominated Short Films 2018: Documentary,"Feb 28, 2018 5:00:00 PM",15,110.25,5
The Oscar Nominated Short Films 2018: Documentary,"Mar 1, 2018 7:30:00 PM",23,194.75,6
The Oscar Nominated Short Films 2018: Documentary,"Mar 4, 2018 12:00:00 PM",23,181.5,7
The Oscar Nominated Short Films 2018: Documentary,"Mar 4, 2018 2:30:00 PM",22,179.75,8
The Oscar Nominated Short Films 2018: Live Action,"Feb 23, 2018 7:30:00 PM",87,734.0,1
The Oscar Nominated Short Films 2018: Live Action,"Feb 25, 2018 4:30:00 PM",70,542.0,2
The Oscar Nominated Short Films 2018: Live Action,"Feb 27, 2018 4:30:00 PM",97,707.25,3
The Oscar Nominated Short Films 2018: Live Action,"Mar 3, 2018 2:30:00 PM",40,327.5,4
The Oscar Nominated Short Films 2019: Documentary,"Feb 10, 2019 7:30:00 PM",41,349.25,1
The Oscar Nominated Short Films 2019: Documentary,"Feb 15, 2019 4:00:00 PM",20,165.25,2
The Oscar Nominated Short Films 2019: Documentary,"Feb 16, 2019 1:30:00 PM",44,354.0,3
The Oscar Nominated Short Films 2019: Documentary,"Feb 20, 2019 4:00:00 PM",11,89.5,4
The Oscar Nominated Short Films 2019: Documentary,"Feb 21, 2019 4:30:00 PM",18,118.5,5
The Oscar Nominated Short Films 2019: Documentary,"Mar 6, 2019 7:30:00 PM",9,66.5,6
The Oscar Nominated Short Films 2019: Live Action,"Feb 13, 2019 4:30:00 PM",24,186.25,1
The Oscar Nominated Short Films 2019: Live Action,"Feb 16, 2019 4:30:00 PM",52,418.5,2
The Oscar Nominated Short Films 2019: Live Action,"Feb 17, 2019 1:30:00 PM",41,335.0,3
The Oscar Nominated Short Films 2019: Live Action,"Feb 8, 2019 7:00:00 PM",71,611.25,4
The Oscar Nominated Short Films 2019: Live Action,"Feb 9, 2019 4:30:00 PM",56,478.75,5
The Oscar Nominated Short Films 2019: Live Action,"Mar 5, 2019 7:00:00 PM",7,63.0,6
The Oscar Nominated Short Films 2019: Live Action,"Mar 6, 2019 5:00:00 PM",3,24.0,7
The Party,"Mar 23, 2018 4:00:00 PM",16,122.25,1
The Party,"Mar 23, 2018 6:00:00 PM",20,169.0,2
The Party,"Mar 23, 2018 8:00:00 PM",34,323.25,3
The Party,"Mar 24, 2018 5:30:00 PM",11,77.25,4
The Party,"Mar 24, 2018 7:30:00 PM",19,183.25,5
The Party,"Mar 25, 2018 5:30:00 PM",20,166.75,6
The Party,"Mar 25, 2018 7:30:00 PM",11,86.0,7
The Party,"Mar 26, 2018 5:30:00 PM",8,67.0,8
The Party,"Mar 27, 2018 5:30:00 PM",11,93.25,9
The Party,"Mar 27, 2018 7:30:00 PM",14,131.75,10
The Party,"Mar 28, 2018 5:30:00 PM",6,48.0,11
The Party,"Mar 28, 2018 7:30:00 PM",19,174.75,12
The Party,"Mar 29, 2018 6:00:00 PM",11,91.0,13
The Party,"Mar 29, 2018 8:00:00 PM",6,48.25,14
The Passion of Joan of Arc,"Apr 23, 2018 7:30:00 PM",45,372.5,1
The People vs. Fritz Bauer,"Oct 2, 2016 4:30:00 PM",12,71.25,1
The People vs. Fritz Bauer,"Oct 4, 2016 7:30:00 PM",42,347.25,2
The Phantom of the Opera,"Jan 25, 2017 9:00:00 PM",124,1488.0,1
The Ranger,"Aug 22, 2018 7:00:00 PM",18,0.0,1
The Red Turtle,"Jul 9, 2017 11:30:00 AM",12,0.0,1
The River and the Wall,"Jul 15, 2019 7:30:00 PM",164,1469.25,1
The Rocky Horror Picture Show,"Oct 10, 2018 10:00:00 PM",202,1998.0,1
The Rocky Horror Picture Show,"Oct 11, 2018 10:00:00 PM",246,2440.0,2
The Rocky Horror Picture Show,"Oct 20, 2017 10:00:00 PM",246,2460.0,3
The Rocky Horror Picture Show,"Oct 21, 2016 10:00:00 PM",226,2230.0,4
The Rocky Horror Picture Show,"Oct 21, 2017 10:00:00 PM",246,2450.0,5
The Rocky Horror Picture Show,"Oct 22, 2016 10:00:00 PM",246,2440.0,6
The Rocky Horror Picture Show,"Oct 25, 2017 10:00:00 PM",166,1630.0,7
The Rocky Horror Picture Show,"Oct 26, 2016 10:00:00 PM",201,2010.0,8
The Rocky Horror Picture Show,"Oct 26, 2017 10:00:00 PM",246,2440.0,9
The Rocky Horror Picture Show,"Oct 27, 2016 10:00:00 PM",246,2460.0,10
The Rocky Horror Picture Show,"Oct 5, 2018 10:00:00 PM",205,2024.0,11
The Rocky Horror Picture Show,"Oct 6, 2018 10:00:00 PM",246,2392.0,12
The Room,"Dec 1, 2017 10:00:00 PM",246,1880.0,1
The Room,"Dec 14, 2018 10:00:00 PM",187,1496.0,2
The Room,"Dec 15, 2018 10:00:00 PM",158,1256.0,3
The Room,"Dec 2, 2017 10:00:00 PM",246,1968.0,4
The Room,"Dec 7, 2017 10:00:00 PM",245,1952.0,5
The Room,"May 10, 2017 10:00:00 PM",72,576.0,6
The Room,"May 11, 2017 10:00:00 PM",64,496.0,7
The Room,"May 5, 2017 10:00:00 PM",85,664.0,8
The Room,"May 6, 2017 10:00:00 PM",123,984.0,9
The Room,"Sep 23, 2016 10:00:00 PM",147,1176.0,10
The Room,"Sep 24, 2016 10:00:00 PM",79,624.0,11
The Room,"Sep 28, 2016 10:00:00 PM",28,224.0,12
The Room,"Sep 29, 2016 10:00:00 PM",53,424.0,13
The Salesman,"Mar 3, 2017 7:15:00 PM",56,481.75,1
The Salesman,"Mar 4, 2017 11:30:00 AM",6,45.75,2
The Salesman,"Mar 4, 2017 4:45:00 PM",48,372.75,3
The Salesman,"Mar 5, 2017 2:15:00 PM",22,171.0,4
The Salesman,"Mar 5, 2017 7:30:00 PM",28,245.0,5
The Salesman,"Mar 6, 2017 4:15:00 PM",15,99.75,6
The Salesman,"Mar 8, 2017 2:15:00 PM",19,144.0,7
The Salesman,"Mar 9, 2017 7:15:00 PM",66,572.0,8
The Sandlot,"Jul 22, 2016 10:00:00 PM",6,48.0,1
The Sandlot,"Jul 23, 2016 10:00:00 PM",6,48.0,2
The Sandlot,"Jul 28, 2016 10:00:00 PM",8,64.0,3
The Second Mother,"Sep 23, 2017 3:45:00 PM",18,155.0,1
The Second Mother,"Sep 24, 2017 8:30:00 PM",35,326.0,2
The Second Mother,"Sep 26, 2017 8:15:00 PM",21,166.0,3
The Secret World of Arrietty,"Jul 1, 2017 11:30:00 AM",18,0.0,1
The Secret World of Arrietty,"Jul 2, 2017 11:30:00 AM",4,0.0,2
The Shape of Water,"Feb 10, 2018 1:30:00 PM",42,302.5,1
The Shape of Water,"Feb 10, 2018 4:30:00 PM",49,375.5,2
The Shape of Water,"Feb 10, 2018 7:30:00 PM",48,383.0,3
The Shape of Water,"Feb 11, 2018 1:30:00 PM",46,368.0,4
The Shape of Water,"Feb 11, 2018 4:30:00 PM",18,144.75,5
The Shape of Water,"Feb 11, 2018 7:30:00 PM",14,134.75,6
The Shape of Water,"Feb 12, 2018 4:30:00 PM",8,64.5,7
The Shape of Water,"Feb 13, 2018 4:30:00 PM",4,32.25,8
The Shape of Water,"Feb 13, 2018 7:30:00 PM",19,178.75,9
The Shape of Water,"Feb 14, 2018 4:30:00 PM",23,146.0,10
The Shape of Water,"Feb 15, 2018 4:30:00 PM",7,54.0,11
The Shape of Water,"Feb 15, 2018 7:30:00 PM",37,347.75,12
The Shape of Water,"Feb 16, 2018 4:30:00 PM",33,254.25,13
The Shape of Water,"Feb 17, 2018 1:30:00 PM",41,329.25,14
The Shape of Water,"Feb 17, 2018 4:30:00 PM",77,619.5,15
The Shape of Water,"Feb 18, 2018 1:30:00 PM",19,153.0,16
The Shape of Water,"Feb 18, 2018 4:30:00 PM",31,247.5,17
The Shape of Water,"Feb 2, 2018 4:30:00 PM",42,330.0,18
The Shape of Water,"Feb 2, 2018 7:15:00 PM",186,1635.25,19
The Shape of Water,"Feb 20, 2018 4:30:00 PM",25,194.25,20
The Shape of Water,"Feb 22, 2018 10:00:00 PM",35,309.75,21
The Shape of Water,"Feb 3, 2018 2:00:00 PM",42,333.75,22
The Shape of Water,"Feb 3, 2018 4:30:00 PM",99,732.0,23
The Shape of Water,"Feb 3, 2018 7:15:00 PM",179,1648.75,24
The Shape of Water,"Feb 4, 2018 2:00:00 PM",86,651.0,25
The Shape of Water,"Feb 4, 2018 4:30:00 PM",33,259.5,26
The Shape of Water,"Feb 5, 2018 4:30:00 PM",15,118.5,27
The Shape of Water,"Feb 5, 2018 7:15:00 PM",29,265.5,28
The Shape of Water,"Feb 6, 2018 4:30:00 PM",17,135.75,29
The Shape of Water,"Feb 6, 2018 7:15:00 PM",73,616.25,30
The Shape of Water,"Feb 7, 2018 4:30:00 PM",14,100.5,31
The Shape of Water,"Feb 7, 2018 7:15:00 PM",54,466.75,32
The Shape of Water,"Feb 8, 2018 4:30:00 PM",11,84.75,33
The Shape of Water,"Feb 8, 2018 7:15:00 PM",53,492.75,34
The Shape of Water,"Feb 9, 2018 4:30:00 PM",14,108.75,35
The Shape of Water,"Feb 9, 2018 7:30:00 PM",72,635.75,36
The Shape of Water,"Mar 10, 2018 2:00:00 PM",32,270.25,37
The Shape of Water,"Mar 11, 2018 2:00:00 PM",54,446.5,38
The Shocktober Film Festival,"Oct 3, 2018 5:00:00 PM",21,291.0,1
The Son of Joseph,"Jun 5, 2017 7:00:00 PM",41,120.0,1
The Texas Chain Saw Massacre,"Sep 1, 2017 9:30:00 PM",40,304.0,1
The Texas Chain Saw Massacre,"Sep 2, 2017 9:30:00 PM",48,384.0,2
The Texas Chain Saw Massacre,"Sep 6, 2017 9:30:00 PM",16,128.0,3
The Texas Chain Saw Massacre,"Sep 7, 2017 9:30:00 PM",17,136.0,4
The Texas Chainsaw Massacre 2,"May 10, 2018 10:00:00 PM",5,40.0,1
The Texas Chainsaw Massacre 2,"May 4, 2018 10:00:00 PM",14,96.0,2
The Texas Chainsaw Massacre 2,"May 5, 2018 10:00:00 PM",7,56.0,3
The Texas Chainsaw Massacre 2,"May 9, 2018 10:00:00 PM",12,80.0,4
The Treasure of the Sierra Madre,"Aug 26, 2017 11:30:00 AM",3,23.5,1
The Treasure of the Sierra Madre,"Aug 27, 2017 11:30:00 AM",8,62.25,2
The Treasure of the Sierra Madre,"Aug 29, 2017 7:30:00 PM",35,303.75,3
The Trip to Spain,"Sep 1, 2017 4:30:00 PM",10,62.25,1
The Trip to Spain,"Sep 1, 2017 7:00:00 PM",19,164.75,2
The Trip to Spain,"Sep 2, 2017 4:30:00 PM",14,110.25,3
The Trip to Spain,"Sep 2, 2017 7:00:00 PM",37,331.25,4
The Trip to Spain,"Sep 3, 2017 3:30:00 PM",19,148.5,5
The Trip to Spain,"Sep 3, 2017 6:00:00 PM",14,117.25,6
The Trip to Spain,"Sep 3, 2017 8:30:00 PM",8,76.5,7
The Trip to Spain,"Sep 4, 2017 2:00:00 PM",21,153.75,8
The Trip to Spain,"Sep 4, 2017 4:30:00 PM",18,144.0,9
The Trip to Spain,"Sep 5, 2017 4:30:00 PM",7,52.5,10
The Trip to Spain,"Sep 6, 2017 2:00:00 PM",1,7.5,11
The Trip to Spain,"Sep 6, 2017 4:30:00 PM",3,23.25,12
The Trip to Spain,"Sep 7, 2017 4:30:00 PM",9,69.75,13
The Trip to Spain,"Sep 7, 2017 7:00:00 PM",18,162.25,14
The Umbrellas of Cherbourg,"Dec 18, 2017 7:00:00 PM",67,570.0,1
The United States of Autism,"Mar 28, 2019 7:30:00 PM",39,380.0,1
The Vessel,"Oct 1, 2016 5:00:00 PM",8,63.75,1
The Vessel,"Oct 2, 2016 2:00:00 PM",3,23.25,2
The Vessel,"Oct 3, 2016 4:30:00 PM",8,62.25,3
The Vessel,"Oct 5, 2016 4:30:00 PM",5,39.75,4
The Vessel,"Sep 30, 2016 4:30:00 PM",5,39.75,5
The Void,"Apr 21, 2017 10:00:00 PM",45,360.0,1
The Void,"Apr 22, 2017 10:00:00 PM",39,312.0,2
The Void,"Apr 27, 2017 10:00:00 PM",46,368.0,3
The Wailing,"Aug 12, 2016 9:30:00 PM",35,256.0,1
The Wailing,"Aug 13, 2016 11:30:00 AM",13,105.0,2
The Wailing,"Aug 13, 2016 9:30:00 PM",25,192.0,3
The Wailing,"Aug 17, 2016 9:30:00 PM",16,128.0,4
The Wailing,"Aug 18, 2016 9:30:00 PM",32,256.0,5
The Wife,"Oct 1, 2018 5:00:00 PM",10,82.25,1
The Wife,"Oct 1, 2018 7:30:00 PM",3,8.25,2
The Wife,"Oct 2, 2018 5:00:00 PM",10,81.5,3
The Wife,"Oct 2, 2018 7:30:00 PM",13,123.0,4
The Wife,"Oct 4, 2018 5:00:00 PM",17,138.25,5
The Wife,"Oct 4, 2018 7:30:00 PM",10,71.5,6
The Wife,"Sep 21, 2018 2:30:00 PM",26,200.75,7
The Wife,"Sep 21, 2018 5:00:00 PM",39,318.75,8
The Wife,"Sep 21, 2018 7:30:00 PM",65,562.0,9
The Wife,"Sep 22, 2018 2:30:00 PM",65,531.25,10
The Wife,"Sep 22, 2018 5:00:00 PM",63,514.5,11
The Wife,"Sep 22, 2018 7:30:00 PM",62,557.25,12
The Wife,"Sep 23, 2018 2:00:00 PM",63,509.5,13
The Wife,"Sep 23, 2018 4:30:00 PM",20,162.25,14
The Wife,"Sep 24, 2018 5:00:00 PM",20,147.75,15
The Wife,"Sep 24, 2018 7:30:00 PM",21,180.75,16
The Wife,"Sep 25, 2018 5:00:00 PM",38,304.25,17
The Wife,"Sep 26, 2018 5:00:00 PM",34,277.25,18
The Wife,"Sep 27, 2018 5:00:00 PM",15,120.75,19
The Wife,"Sep 27, 2018 7:30:00 PM",18,154.75,20
The Wife,"Sep 28, 2018 2:00:00 PM",13,108.5,21
The Wife,"Sep 28, 2018 4:30:00 PM",25,203.0,22
The Wife,"Sep 28, 2018 7:00:00 PM",27,249.0,23
The Wife,"Sep 29, 2018 2:00:00 PM",29,238.75,24
The Wife,"Sep 29, 2018 4:30:00 PM",31,254.75,25
The Wife,"Sep 29, 2018 7:00:00 PM",63,569.5,26
The Wife,"Sep 30, 2018 2:00:00 PM",27,222.75,27
The Wife,"Sep 30, 2018 4:30:00 PM",22,183.5,28
The Wife,"Sep 30, 2018 7:00:00 PM",9,83.0,29
The Wound,"Feb 16, 2018 7:30:00 PM",9,78.0,1
The Wound,"Feb 17, 2018 7:30:00 PM",8,68.25,2
The Wound,"Feb 18, 2018 7:30:00 PM",24,207.0,3
The Wound,"Feb 19, 2018 4:30:00 PM",7,48.0,4
The Wound,"Feb 20, 2018 7:30:00 PM",4,39.0,5
The Wound,"Feb 21, 2018 4:30:00 PM",2,15.0,6
The Wound,"Feb 22, 2018 4:30:00 PM",1,8.25,7
The Wound,"Feb 22, 2018 7:30:00 PM",15,137.25,8
The Zookeeper's Wife,"Apr 1, 2017 1:45:00 PM",61,470.25,1
The Zookeeper's Wife,"Apr 1, 2017 4:30:00 PM",39,302.25,2
The Zookeeper's Wife,"Apr 1, 2017 7:15:00 PM",88,768.25,3
The Zookeeper's Wife,"Apr 10, 2017 7:15:00 PM",28,239.25,4
The Zookeeper's Wife,"Apr 11, 2017 7:15:00 PM",26,224.0,5
The Zookeeper's Wife,"Apr 12, 2017 4:30:00 PM",12,90.75,6
The Zookeeper's Wife,"Apr 12, 2017 7:15:00 PM",13,119.75,7
The Zookeeper's Wife,"Apr 2, 2017 11:30:00 AM",22,169.25,8
The Zookeeper's Wife,"Apr 2, 2017 3:00:00 PM",76,579.0,9
The Zookeeper's Wife,"Apr 2, 2017 5:00:00 PM",41,317.0,10
The Zookeeper's Wife,"Apr 2, 2017 7:45:00 PM",27,236.5,11
The Zookeeper's Wife,"Apr 3, 2017 4:15:00 PM",24,187.5,12
The Zookeeper's Wife,"Apr 4, 2017 3:00:00 PM",20,150.75,13
The Zookeeper's Wife,"Apr 5, 2017 4:30:00 PM",30,229.5,14
The Zookeeper's Wife,"Apr 5, 2017 7:15:00 PM",25,225.0,15
The Zookeeper's Wife,"Apr 6, 2017 1:45:00 PM",12,78.0,16
The Zookeeper's Wife,"Apr 6, 2017 4:30:00 PM",29,221.25,17
The Zookeeper's Wife,"Apr 6, 2017 7:15:00 PM",13,111.0,18
The Zookeeper's Wife,"Apr 7, 2017 4:30:00 PM",29,224.25,19
The Zookeeper's Wife,"Apr 7, 2017 7:15:00 PM",72,631.25,20
The Zookeeper's Wife,"Apr 8, 2017 1:45:00 PM",39,305.25,21
The Zookeeper's Wife,"Apr 8, 2017 4:30:00 PM",39,301.75,22
The Zookeeper's Wife,"Apr 8, 2017 7:15:00 PM",100,864.0,23
The Zookeeper's Wife,"Apr 9, 2017 1:30:00 PM",26,206.25,24
The Zookeeper's Wife,"Apr 9, 2017 4:15:00 PM",35,276.0,25
The Zookeeper's Wife,"Mar 31, 2017 4:30:00 PM",72,557.25,26
The Zookeeper's Wife,"Mar 31, 2017 7:15:00 PM",83,729.0,27
Thelma & Louise,"Feb 13, 2019 7:30:00 PM",24,216.75,1
They Shall Not Grow Old,"Mar 10, 2019 4:00:00 PM",64,531.0,1
They Shall Not Grow Old,"Mar 11, 2019 7:30:00 PM",41,355.0,2
They Shall Not Grow Old,"Mar 12, 2019 7:30:00 PM",39,364.5,3
They Shall Not Grow Old,"Mar 14, 2019 7:30:00 PM",40,368.0,4
They Shall Not Grow Old,"Mar 16, 2019 1:00:00 PM",23,191.5,5
They Shall Not Grow Old,"Mar 17, 2019 7:30:00 PM",37,344.25,6
They Shall Not Grow Old,"Mar 18, 2019 7:30:00 PM",41,353.5,7
They Shall Not Grow Old,"Mar 8, 2019 7:30:00 PM",49,444.0,8
They Shall Not Grow Old,"Mar 9, 2019 7:30:00 PM",58,519.0,9
This Is Home: A Refugee Story,"Oct 16, 2018 7:00:00 PM",24,204.25,1
Thoroughbreds,"Apr 10, 2018 5:00:00 PM",22,188.75,1
Thoroughbreds,"Apr 11, 2018 7:30:00 PM",40,385.5,2
Thoroughbreds,"Apr 6, 2018 7:30:00 PM",46,393.75,3
Thoroughbreds,"Apr 7, 2018 5:00:00 PM",49,411.25,4
Thoroughbreds,"Apr 7, 2018 7:30:00 PM",58,554.75,5
Thoroughbreds,"Apr 9, 2018 7:30:00 PM",33,302.25,6
"Three BIllboards Outside Ebbing, Missouri","Dec 1, 2017 5:00:00 PM",40,315.75,1
"Three BIllboards Outside Ebbing, Missouri","Dec 1, 2017 7:30:00 PM",109,971.0,2
"Three BIllboards Outside Ebbing, Missouri","Dec 10, 2017 5:00:00 PM",45,354.0,3
"Three BIllboards Outside Ebbing, Missouri","Dec 10, 2017 7:30:00 PM",21,197.25,4
"Three BIllboards Outside Ebbing, Missouri","Dec 11, 2017 5:00:00 PM",23,180.75,5
"Three BIllboards Outside Ebbing, Missouri","Dec 12, 2017 4:30:00 PM",35,271.5,6
"Three BIllboards Outside Ebbing, Missouri","Dec 13, 2017 5:00:00 PM",36,275.25,7
"Three BIllboards Outside Ebbing, Missouri","Dec 13, 2017 7:30:00 PM",32,220.5,8
"Three BIllboards Outside Ebbing, Missouri","Dec 14, 2017 5:00:00 PM",17,114.75,9
"Three BIllboards Outside Ebbing, Missouri","Dec 14, 2017 7:30:00 PM",45,389.25,10
"Three BIllboards Outside Ebbing, Missouri","Dec 2, 2017 2:30:00 PM",78,587.0,11
"Three BIllboards Outside Ebbing, Missouri","Dec 2, 2017 5:00:00 PM",94,742.5,12
"Three BIllboards Outside Ebbing, Missouri","Dec 2, 2017 7:30:00 PM",136,1191.75,13
"Three BIllboards Outside Ebbing, Missouri","Dec 3, 2017 2:30:00 PM",48,378.75,14
"Three BIllboards Outside Ebbing, Missouri","Dec 3, 2017 5:00:00 PM",44,336.0,15
"Three BIllboards Outside Ebbing, Missouri","Dec 3, 2017 7:30:00 PM",30,228.75,16
"Three BIllboards Outside Ebbing, Missouri","Dec 4, 2017 7:30:00 PM",4,36.0,17
"Three BIllboards Outside Ebbing, Missouri","Dec 5, 2017 5:00:00 PM",2,16.5,18
"Three BIllboards Outside Ebbing, Missouri","Dec 6, 2017 10:00:00 PM",3,27.75,19
"Three BIllboards Outside Ebbing, Missouri","Dec 6, 2017 5:00:00 PM",31,242.25,20
"Three BIllboards Outside Ebbing, Missouri","Dec 6, 2017 7:30:00 PM",34,315.25,21
"Three BIllboards Outside Ebbing, Missouri","Dec 7, 2017 5:00:00 PM",9,72.0,22
"Three BIllboards Outside Ebbing, Missouri","Dec 7, 2017 7:30:00 PM",37,347.25,23
"Three BIllboards Outside Ebbing, Missouri","Dec 8, 2017 5:00:00 PM",34,260.25,24
"Three BIllboards Outside Ebbing, Missouri","Dec 8, 2017 7:30:00 PM",66,603.0,25
"Three BIllboards Outside Ebbing, Missouri","Dec 9, 2017 5:00:00 PM",60,471.75,26
"Three BIllboards Outside Ebbing, Missouri","Dec 9, 2017 7:30:00 PM",69,597.25,27
Three Identical Strangers,"Aug 3, 2018 2:30:00 PM",36,295.5,1
Three Identical Strangers,"Aug 3, 2018 7:30:00 PM",115,1024.25,2
Three Identical Strangers,"Aug 31, 2018 7:00:00 PM",75,637.0,3
Three Identical Strangers,"Aug 4, 2018 2:30:00 PM",79,660.5,4
Three Identical Strangers,"Aug 4, 2018 7:30:00 PM",150,1352.75,5
Three Identical Strangers,"Aug 5, 2018 2:30:00 PM",105,879.0,6
Three Identical Strangers,"Aug 5, 2018 5:00:00 PM",70,576.5,7
Three Identical Strangers,"Aug 5, 2018 7:30:00 PM",53,494.25,8
Three Identical Strangers,"Aug 6, 2018 5:00:00 PM",41,332.75,9
Three Identical Strangers,"Aug 7, 2018 2:30:00 PM",28,231.5,10
Three Identical Strangers,"Aug 7, 2018 5:00:00 PM",36,304.75,11
Three Identical Strangers,"Aug 8, 2018 2:30:00 PM",34,282.0,12
Three Identical Strangers,"Aug 8, 2018 5:00:00 PM",55,470.0,13
Three Identical Strangers,"Aug 9, 2018 5:00:00 PM",26,213.5,14
Three Identical Strangers,"Aug 9, 2018 7:30:00 PM",117,1038.0,15
Three Identical Strangers,"Sep 1, 2018 2:20:00 PM",44,371.5,16
Three Identical Strangers,"Sep 1, 2018 7:00:00 PM",79,742.75,17
Three Identical Strangers,"Sep 2, 2018 2:20:00 PM",66,515.5,18
Three Identical Strangers,"Sep 2, 2018 4:30:00 PM",74,618.25,19
Three Identical Strangers,"Sep 4, 2018 7:00:00 PM",33,316.5,20
Three Identical Strangers,"Sep 5, 2018 2:20:00 PM",9,70.5,21
Three Identical Strangers,"Sep 5, 2018 7:00:00 PM",26,245.0,22
Three Identical Strangers,"Sep 6, 2018 2:20:00 PM",10,85.25,23
Three Identical Strangers,"Sep 6, 2018 4:30:00 PM",10,81.5,24
Three Identical Strangers,"Sep 6, 2018 7:00:00 PM",31,275.5,25
Tickled,"Jul 22, 2016 7:30:00 PM",32,288.75,1
Tickled,"Jul 23, 2016 7:30:00 PM",75,695.5,2
Tickled,"Jul 24, 2016 7:30:00 PM",35,326.75,3
Tickled,"Jul 25, 2016 7:30:00 PM",24,209.75,4
Tickled,"Jul 26, 2016 7:30:00 PM",34,319.5,5
Tickled,"Jul 28, 2016 7:30:00 PM",66,606.5,6
Time Bandits,"Sep 24, 2016 7:30:00 PM",73,687.0,1
Time for Ilhan,"Nov 6, 2018 7:00:00 PM",12,83.5,1
Tito and the Birds,"Jul 13, 2019 11:30:00 AM",35,0.0,1
Tito and the Birds,"Jul 14, 2019 11:30:00 AM",48,0.0,2
To Be Or Not to Be,"Jul 2, 2017 7:05:00 PM",86,840.0,1
Todo el año es navidad,"Apr 28, 2019 7:30:00 PM",10,76.5,1
Tom of Finland,"Jan 10, 2018 10:00:00 PM",1,8.25,1
Tom of Finland,"Jan 10, 2018 4:30:00 PM",2,15.75,2
Tom of Finland,"Jan 10, 2018 7:15:00 PM",10,91.0,3
Tom of Finland,"Jan 11, 2018 4:30:00 PM",5,23.25,4
Tom of Finland,"Jan 11, 2018 7:15:00 PM",5,47.0,5
Tom of Finland,"Jan 12, 2018 4:30:00 PM",1,8.25,6
Tom of Finland,"Jan 12, 2018 7:15:00 PM",10,96.0,7
Tom of Finland,"Jan 13, 2018 2:00:00 PM",3,24.75,8
Tom of Finland,"Jan 13, 2018 4:30:00 PM",5,39.75,9
Tom of Finland,"Jan 13, 2018 7:15:00 PM",8,76.25,10
Tom of Finland,"Jan 14, 2018 2:00:00 PM",6,49.5,11
Tom of Finland,"Jan 14, 2018 4:30:00 PM",6,48.0,12
Tom of Finland,"Jan 14, 2018 7:15:00 PM",5,42.75,13
Tom of Finland,"Jan 17, 2018 4:30:00 PM",1,7.5,14
Tom of Finland,"Jan 17, 2018 7:15:00 PM",1,9.75,15
Tom of Finland,"Jan 5, 2018 10:00:00 PM",1,8.25,16
Tom of Finland,"Jan 5, 2018 7:15:00 PM",18,165.75,17
Tom of Finland,"Jan 6, 2018 10:00:00 PM",3,29.25,18
Tom of Finland,"Jan 6, 2018 2:00:00 PM",7,54.75,19
Tom of Finland,"Jan 6, 2018 4:30:00 PM",7,53.25,20
Tom of Finland,"Jan 6, 2018 7:15:00 PM",20,173.75,21
Tom of Finland,"Jan 7, 2018 2:00:00 PM",12,78.75,22
Tom of Finland,"Jan 7, 2018 4:30:00 PM",10,64.5,23
Tom of Finland,"Jan 7, 2018 7:15:00 PM",11,87.0,24
Tom of Finland,"Jan 8, 2018 7:15:00 PM",16,154.25,25
Tom of Finland,"Jan 9, 2018 4:30:00 PM",3,24.75,26
Tom of Finland,"Jan 9, 2018 7:15:00 PM",3,24.75,27
Tommy,"Feb 9, 2018 10:00:00 PM",20,136.0,1
Toni Erdmann,"Mar 18, 2017 3:45:00 PM",37,291.75,1
