EventName,EventDate,Quantity,Price
Lemon,"Aug 25, 2017 10:00:00 PM",7,55.5
Lemon,"Aug 26, 2017 10:00:00 PM",6,54.0
Lemon,"Aug 27, 2017 10:00:00 PM",5,48.75
Lemon,"Aug 31, 2017 10:00:00 PM",4,27.5
Let the Corpses Tan,"Sep 28, 2018 9:30:00 PM",7,40.0
Let the Corpses Tan,"Sep 29, 2018 9:30:00 PM",12,96.0
"Life, Animated","Aug 12, 2016 7:30:00 PM",39,344.0
"Life, Animated","Aug 13, 2016 7:30:00 PM",45,386.75
"Life, Animated","Aug 14, 2016 12:30:00 PM",12,96.0
"Life, Animated","Aug 14, 2016 7:30:00 PM",29,252.5
"Life, Animated","Aug 15, 2016 8:30:00 PM",9,83.0
"Life, Animated","Aug 16, 2016 8:30:00 PM",13,116.75
"Life, Animated","Aug 17, 2016 7:30:00 PM",19,162.75
"Life, Animated","Aug 18, 2016 7:30:00 PM",31,266.25
Lion,"Jan 10, 2017 4:30:00 PM",9,53.25
Lion,"Jan 10, 2017 7:15:00 PM",15,134.5
Lion,"Jan 11, 2017 2:00:00 PM",14,108.0
Lion,"Jan 11, 2017 4:30:00 PM",7,45.75
Lion,"Jan 11, 2017 7:15:00 PM",11,100.5
Lion,"Jan 12, 2017 2:00:00 PM",2,16.5
Lion,"Jan 12, 2017 4:30:00 PM",19,145.5
Lion,"Jan 12, 2017 7:15:00 PM",20,187.0
Lion,"Jan 13, 2017 5:00:00 PM",21,162.75
Lion,"Jan 13, 2017 7:30:00 PM",51,468.75
Lion,"Jan 14, 2017 2:30:00 PM",19,141.0
Lion,"Jan 14, 2017 5:00:00 PM",21,165.75
Lion,"Jan 14, 2017 7:30:00 PM",43,368.5
Lion,"Jan 15, 2017 2:30:00 PM",24,188.25
Lion,"Jan 15, 2017 5:00:00 PM",35,275.25
Lion,"Jan 15, 2017 7:30:00 PM",20,190.5
Lion,"Jan 16, 2017 4:30:00 PM",17,127.5
Lion,"Jan 17, 2017 5:00:00 PM",10,77.25
Lion,"Jan 17, 2017 7:30:00 PM",8,58.25
Lion,"Jan 18, 2017 5:00:00 PM",23,165.75
Lion,"Jan 18, 2017 7:30:00 PM",19,164.0
Lion,"Jan 19, 2017 5:00:00 PM",11,84.75
Lion,"Jan 19, 2017 7:30:00 PM",32,251.25
Lion,"Jan 6, 2017 4:30:00 PM",26,204.75
Lion,"Jan 6, 2017 7:15:00 PM",45,380.25
Lion,"Jan 7, 2017 2:00:00 PM",31,232.5
Lion,"Jan 7, 2017 4:30:00 PM",45,327.25
Lion,"Jan 7, 2017 7:15:00 PM",62,560.0
Lion,"Jan 8, 2017 12:00:00 PM",14,101.25
Lion,"Jan 8, 2017 2:45:00 PM",44,342.75
Lion,"Jan 8, 2017 5:30:00 PM",19,145.5
Lion,"Jan 8, 2017 8:15:00 PM",2,18.0
Lion,"Jan 9, 2017 4:30:00 PM",14,106.5
Lion,"Jan 9, 2017 7:15:00 PM",13,112.25
Little Men,"Sep 17, 2016 2:30:00 PM",11,88.5
Little Men,"Sep 18, 2016 5:00:00 PM",12,88.5
Little Men,"Sep 19, 2016 7:00:00 PM",6,48.5
Little Men,"Sep 20, 2016 5:00:00 PM",12,94.5
Little Men,"Sep 21, 2016 3:00:00 PM",5,38.25
Little Men,"Sep 22, 2016 7:30:00 PM",10,72.75
Little Woods,"May 30, 2019 7:30:00 PM",15,50.0
Liyana,"Aug 3, 2019 11:30:00 AM",32,0.0
Liyana,"Aug 4, 2019 11:30:00 AM",36,0.0
Lo and Behold: Reveries of the Connected World,"Sep 25, 2016 3:30:00 PM",33,256.75
Lo and Behold: Reveries of the Connected World,"Sep 27, 2016 7:30:00 PM",31,280.0
Lo and Behold: Reveries of the Connected World,"Sep 28, 2016 7:30:00 PM",25,205.75
Lobster,"Jul 11, 2016 10:00:00 PM",42,320.0
Lobster,"Jul 12, 2016 10:00:00 PM",34,272.0
Logan,"Jun 23, 2017 10:00:00 PM",35,175.0
Logan,"Jun 24, 2017 10:00:00 PM",17,85.0
Logan,"Jun 28, 2017 10:00:00 PM",41,205.0
Logan,"Jun 29, 2017 10:00:00 PM",19,95.0
Long Day's Journey Into Night,"May 17, 2019 4:00:00 PM",3,25.5
Long Day's Journey Into Night,"May 18, 2019 6:30:00 PM",16,137.5
Long Day's Journey Into Night,"May 19, 2019 3:00:00 PM",14,99.0
Long Day's Journey Into Night,"May 20, 2019 7:30:00 PM",5,48.25
Long Day's Journey Into Night,"May 21, 2019 7:30:00 PM",4,36.5
Long Day's Journey Into Night,"May 22, 2019 7:30:00 PM",14,129.0
Long Day's Journey Into Night,"May 23, 2019 7:30:00 PM",12,103.75
Longing and Belonging: Live Action Short Films,"Jul 15, 2017 11:30:00 AM",34,0.0
Longing and Belonging: Live Action Short Films,"Jul 16, 2017 11:30:00 AM",21,0.0
Loving,"Dec 1, 2016 2:00:00 PM",16,121.5
Loving,"Dec 1, 2016 4:45:00 PM",10,76.5
Loving,"Dec 10, 2016 1:45:00 PM",32,245.25
Loving,"Dec 10, 2016 4:30:00 PM",16,126.0
Loving,"Dec 10, 2016 7:15:00 PM",46,410.0
Loving,"Dec 11, 2016 1:45:00 PM",10,79.5
Loving,"Dec 11, 2016 4:30:00 PM",17,132.75
Loving,"Dec 11, 2016 7:15:00 PM",10,69.5
Loving,"Dec 12, 2016 4:00:00 PM",3,24.75
Loving,"Dec 13, 2016 4:30:00 PM",10,76.5
Loving,"Dec 14, 2016 4:30:00 PM",17,131.25
Loving,"Dec 15, 2016 4:30:00 PM",7,54.75
Loving,"Dec 15, 2016 7:15:00 PM",25,227.5
Loving,"Dec 2, 2016 4:30:00 PM",21,165.0
Loving,"Dec 2, 2016 7:15:00 PM",45,410.5
Loving,"Dec 3, 2016 1:45:00 PM",35,273.75
Loving,"Dec 3, 2016 4:30:00 PM",73,574.5
Loving,"Dec 3, 2016 7:15:00 PM",2,15.0
Loving,"Dec 3, 2016 7:16:00 PM",58,518.0
Loving,"Dec 4, 2016 1:45:00 PM",23,181.5
Loving,"Dec 4, 2016 4:30:00 PM",20,156.0
Loving,"Dec 4, 2016 7:15:00 PM",10,94.5
Loving,"Dec 5, 2016 7:15:00 PM",22,174.75
Loving,"Dec 6, 2016 7:15:00 PM",27,238.75
Loving,"Dec 7, 2016 4:30:00 PM",14,107.25
Loving,"Dec 7, 2016 7:15:00 PM",18,135.75
Loving,"Dec 8, 2016 4:30:00 PM",12,91.5
Loving,"Dec 8, 2016 7:15:00 PM",33,286.75
Loving,"Dec 9, 2016 4:30:00 PM",10,76.5
Loving,"Dec 9, 2016 7:15:00 PM",26,218.75
Loving,"Nov 23, 2016 2:00:00 PM",36,286.5
Loving,"Nov 23, 2016 5:00:00 PM",47,372.5
Loving,"Nov 23, 2016 8:00:00 PM",18,164.5
Loving,"Nov 24, 2016 2:00:00 PM",27,209.25
Loving,"Nov 24, 2016 5:00:00 PM",27,212.25
Loving,"Nov 24, 2016 8:00:00 PM",9,83.25
Loving,"Nov 25, 2016 4:30:00 PM",94,738.0
Loving,"Nov 25, 2016 7:15:00 PM",60,544.0
Loving,"Nov 26, 2016 1:45:00 PM",46,348.75
Loving,"Nov 26, 2016 4:30:00 PM",45,349.5
Loving,"Nov 26, 2016 7:15:00 PM",69,626.5
Loving,"Nov 27, 2016 1:45:00 PM",41,327.0
Loving,"Nov 27, 2016 4:30:00 PM",53,398.25
Loving,"Nov 27, 2016 7:15:00 PM",16,134.25
Loving,"Nov 28, 2016 4:15:00 PM",18,131.25
Loving,"Nov 28, 2016 7:00:00 PM",25,218.0
Loving,"Nov 29, 2016 6:30:00 PM",104,895.5
Loving,"Nov 30, 2016 4:30:00 PM",23,179.25
Loving,"Nov 30, 2016 7:15:00 PM",33,288.0
Loving Vincent,"Nov 1, 2017 5:00:00 PM",28,212.25
Loving Vincent,"Nov 1, 2017 7:15:00 PM",59,528.5
Loving Vincent,"Nov 11, 2017 11:45:00 AM",76,586.25
Loving Vincent,"Nov 12, 2017 11:45:00 AM",86,667.0
Loving Vincent,"Nov 15, 2017 10:00:00 PM",54,461.25
Loving Vincent,"Nov 17, 2017 4:45:00 PM",33,259.5
Loving Vincent,"Nov 18, 2017 2:30:00 PM",40,297.0
Loving Vincent,"Nov 18, 2017 4:45:00 PM",38,299.25
Loving Vincent,"Nov 19, 2017 12:30:00 PM",15,116.0
Loving Vincent,"Nov 19, 2017 2:45:00 PM",39,290.25
Loving Vincent,"Nov 2, 2017 5:00:00 PM",49,380.25
Loving Vincent,"Nov 2, 2017 7:15:00 PM",56,487.75
Loving Vincent,"Nov 20, 2017 5:00:00 PM",25,196.5
Loving Vincent,"Nov 21, 2017 5:00:00 PM",29,222.5
Loving Vincent,"Nov 22, 2017 4:45:00 PM",36,282.75
Loving Vincent,"Nov 23, 2017 2:30:00 PM",22,174.0
Loving Vincent,"Nov 23, 2017 4:45:00 PM",25,192.0
Loving Vincent,"Nov 3, 2017 5:00:00 PM",22,174.0
Loving Vincent,"Nov 3, 2017 7:15:00 PM",67,603.5
Loving Vincent,"Nov 4, 2017 2:45:00 PM",64,501.0
Loving Vincent,"Nov 4, 2017 5:00:00 PM",67,518.5
Loving Vincent,"Nov 4, 2017 7:15:00 PM",71,630.25
Loving Vincent,"Nov 5, 2017 2:45:00 PM",58,458.5
Loving Vincent,"Nov 5, 2017 5:00:00 PM",62,477.25
Loving Vincent,"Nov 5, 2017 7:15:00 PM",23,189.25
Loving Vincent,"Nov 6, 2017 4:45:00 PM",31,212.0
Loving Vincent,"Nov 7, 2017 4:45:00 PM",47,350.0
Loving Vincent,"Nov 8, 2017 4:45:00 PM",40,310.5
Loving Vincent,"Nov 9, 2017 5:00:00 PM",34,266.25
Loving Vincent,"Nov 9, 2017 7:15:00 PM",80,724.5
Loving Vincent,"Oct 27, 2017 5:30:00 PM",40,311.25
Loving Vincent,"Oct 27, 2017 7:45:00 PM",64,543.75
Loving Vincent,"Oct 28, 2017 1:00:00 PM",23,177.25
Loving Vincent,"Oct 28, 2017 3:15:00 PM",59,457.25
Loving Vincent,"Oct 28, 2017 5:30:00 PM",38,301.5
Loving Vincent,"Oct 28, 2017 7:45:00 PM",66,596.25
Loving Vincent,"Oct 29, 2017 1:00:00 PM",43,332.0
Loving Vincent,"Oct 29, 2017 3:30:00 PM",93,733.75
Loving Vincent,"Oct 30, 2017 5:00:00 PM",30,232.5
Loving Vincent,"Oct 30, 2017 7:15:00 PM",63,536.0
Loving Vincent,"Oct 31, 2017 5:00:00 PM",26,202.5
Loving Vincent,"Oct 31, 2017 7:15:00 PM",40,352.75
Luce,"Aug 30, 2019 4:30:00 PM",6,49.5
Luce,"Aug 31, 2019 4:30:00 PM",17,137.0
L’Atalante,"Jan 22, 2019 7:30:00 PM",28,213.5
Mad Max: Fury Road,"Dec 16, 2016 10:00:00 PM",51,255.0
Mad Max: Fury Road,"Dec 21, 2016 10:00:00 PM",15,75.0
Mad Max: Fury Road,"Dec 22, 2016 10:00:00 PM",15,75.0
Made In Cuba: Short Film Program,"Sep 23, 2017 1:45:00 PM",18,165.0
Made In Cuba: Short Film Program,"Sep 24, 2017 1:45:00 PM",24,205.0
Made In Cuba: Short Film Program,"Sep 25, 2017 5:15:00 PM",19,161.0
Madeline's Madeline,"Sep 14, 2018 4:45:00 PM",1,0.0
Madeline's Madeline,"Sep 16, 2018 7:15:00 PM",11,86.75
Madeline's Madeline,"Sep 18, 2018 4:45:00 PM",7,51.0
Maiden,"Aug 23, 2019 7:30:00 PM",20,169.5
Maiden,"Aug 24, 2019 2:30:00 PM",13,108.5
Maiden,"Aug 24, 2019 7:30:00 PM",35,320.5
Maiden,"Aug 25, 2019 5:00:00 PM",23,193.0
Maiden,"Aug 26, 2019 7:30:00 PM",27,162.0
Maiden,"Aug 27, 2019 5:00:00 PM",15,104.0
Maiden,"Aug 29, 2019 7:30:00 PM",26,235.75
Manchester by the Sea,"Dec 16, 2016 4:00:00 PM",28,192.0
Manchester by the Sea,"Dec 16, 2016 7:00:00 PM",66,594.25
Manchester by the Sea,"Dec 17, 2016 1:30:00 PM",24,189.0
Manchester by the Sea,"Dec 17, 2016 4:30:00 PM",45,358.5
Manchester by the Sea,"Dec 17, 2016 7:30:00 PM",38,331.5
Manchester by the Sea,"Dec 18, 2016 1:30:00 PM",37,288.75
Manchester by the Sea,"Dec 18, 2016 4:30:00 PM",40,309.75
Manchester by the Sea,"Dec 19, 2016 4:00:00 PM",20,153.75
Manchester by the Sea,"Dec 19, 2016 7:00:00 PM",14,126.75
Manchester by the Sea,"Dec 20, 2016 4:00:00 PM",14,90.75
Manchester by the Sea,"Dec 20, 2016 7:00:00 PM",36,324.0
Manchester by the Sea,"Dec 21, 2016 4:00:00 PM",25,193.5
Manchester by the Sea,"Dec 21, 2016 7:00:00 PM",35,275.25
Manchester by the Sea,"Dec 22, 2016 4:00:00 PM",33,259.5
Manchester by the Sea,"Dec 22, 2016 7:00:00 PM",40,341.75
Manchester by the Sea,"Dec 23, 2016 4:00:00 PM",71,555.0
Manchester by the Sea,"Dec 23, 2016 7:00:00 PM",16,127.75
Manchester by the Sea,"Dec 24, 2016 2:00:00 PM",49,384.5
Manchester by the Sea,"Dec 24, 2016 5:00:00 PM",18,123.75
Manchester by the Sea,"Dec 24, 2016 8:00:00 PM",16,137.0
Manchester by the Sea,"Dec 25, 2016 2:00:00 PM",38,290.25
Manchester by the Sea,"Dec 25, 2016 5:00:00 PM",26,207.0
Manchester by the Sea,"Dec 25, 2016 8:00:00 PM",24,214.75
Manchester by the Sea,"Dec 26, 2016 6:30:00 PM",46,404.25
Manchester by the Sea,"Dec 27, 2016 6:30:00 PM",45,386.25
Manchester by the Sea,"Dec 28, 2016 4:00:00 PM",38,300.0
Manchester by the Sea,"Dec 28, 2016 7:00:00 PM",50,424.25
Manchester by the Sea,"Dec 29, 2016 4:00:00 PM",38,297.0
Manchester by the Sea,"Dec 29, 2016 7:00:00 PM",51,454.0
Manchester by the Sea,"Dec 30, 2016 6:30:00 PM",41,371.0
Manchester by the Sea,"Dec 31, 2016 2:30:00 PM",62,466.5
Manchester by the Sea,"Dec 31, 2016 8:00:00 PM",32,288.5
Manchester by the Sea,"Jan 1, 2017 2:30:00 PM",22,171.75
Manchester by the Sea,"Jan 1, 2017 8:00:00 PM",37,345.25
Manchester by the Sea,"Jan 2, 2017 6:30:00 PM",21,173.5
Manchester by the Sea,"Jan 3, 2017 6:30:00 PM",25,214.25
Manchester by the Sea,"Jan 4, 2017 6:30:00 PM",7,65.0
Manchester by the Sea,"Jan 5, 2017 6:30:00 PM",31,276.25
Mandy,"Oct 13, 2018 12:00:00 PM",27,231.75
Mandy,"Oct 14, 2018 12:00:00 PM",25,215.75
Mandy,"Oct 2, 2018 10:00:00 PM",60,456.0
Mandy,"Oct 4, 2018 10:00:00 PM",67,536.0
Maria by Callas,"Jan 10, 2019 4:30:00 PM",23,181.25
Maria by Callas,"Jan 4, 2019 4:30:00 PM",10,82.25
Maria by Callas,"Jan 5, 2019 2:00:00 PM",27,221.25
Maria by Callas,"Jan 6, 2019 5:00:00 PM",29,230.5
Maria by Callas,"Jan 7, 2019 7:30:00 PM",15,120.0
Maria by Callas,"Jan 9, 2019 5:00:00 PM",14,90.25
Marjorie Prime,"Sep 10, 2017 3:30:00 PM",19,138.0
Marjorie Prime,"Sep 10, 2017 8:30:00 PM",5,41.75
Marjorie Prime,"Sep 11, 2017 4:30:00 PM",11,82.5
Marjorie Prime,"Sep 12, 2017 4:30:00 PM",6,37.5
Marjorie Prime,"Sep 12, 2017 7:00:00 PM",11,102.25
Marjorie Prime,"Sep 13, 2017 7:30:00 PM",29,257.75
Marjorie Prime,"Sep 14, 2017 4:30:00 PM",12,90.75
Marjorie Prime,"Sep 14, 2017 7:00:00 PM",10,84.25
Marjorie Prime,"Sep 8, 2017 4:30:00 PM",13,99.0
Marjorie Prime,"Sep 8, 2017 7:00:00 PM",31,265.75
Marjorie Prime,"Sep 9, 2017 4:30:00 PM",41,308.0
Marlina the Murderer in Four Acts,"Sep 14, 2018 9:30:00 PM",17,112.0
Marlina the Murderer in Four Acts,"Sep 15, 2018 9:30:00 PM",8,64.0
Marlina the Murderer in Four Acts,"Sep 16, 2018 12:00:00 PM",2,16.75
Marlina the Murderer in Four Acts,"Sep 19, 2018 7:15:00 PM",15,127.0
Mary Magdalene,"May 10, 2019 4:30:00 PM",12,100.5
Mary Magdalene,"May 11, 2019 7:00:00 PM",32,272.0
Mary Magdalene,"May 12, 2019 4:30:00 PM",22,167.5
Mary Magdalene,"May 14, 2019 7:30:00 PM",14,127.75
Mary Magdalene,"May 15, 2019 7:30:00 PM",31,278.75
Mary Magdalene,"May 16, 2019 4:30:00 PM",9,72.75
Mary Queen of Scots,"Dec 21, 2018 5:00:00 PM",13,107.0
Mary Queen of Scots,"Dec 21, 2018 7:30:00 PM",50,444.5
Mary Queen of Scots,"Dec 22, 2018 2:30:00 PM",41,324.75
Mary Queen of Scots,"Dec 22, 2018 5:00:00 PM",39,286.75
Mary Queen of Scots,"Dec 22, 2018 7:30:00 PM",22,196.75
Mary Queen of Scots,"Dec 23, 2018 2:30:00 PM",39,325.0
Mary Queen of Scots,"Dec 23, 2018 5:00:00 PM",15,126.0
Mary Queen of Scots,"Dec 23, 2018 7:30:00 PM",20,187.0
Mary Queen of Scots,"Dec 24, 2018 1:30:00 PM",16,131.75
Mary Queen of Scots,"Dec 24, 2018 4:00:00 PM",12,103.5
Mary Queen of Scots,"Dec 25, 2018 5:00:00 PM",35,286.75
Mary Queen of Scots,"Dec 25, 2018 7:30:00 PM",12,103.25
Mary Queen of Scots,"Dec 26, 2018 5:00:00 PM",37,306.5
Mary Queen of Scots,"Dec 26, 2018 7:30:00 PM",21,194.75
Mary Queen of Scots,"Dec 27, 2018 5:00:00 PM",32,267.25
Mary Queen of Scots,"Dec 27, 2018 7:30:00 PM",28,266.0
Mary Queen of Scots,"Dec 28, 2018 4:30:00 PM",17,145.0
Mary Queen of Scots,"Dec 28, 2018 7:00:00 PM",32,254.5
Mary Queen of Scots,"Dec 29, 2018 2:00:00 PM",9,59.0
Mary Queen of Scots,"Dec 29, 2018 4:30:00 PM",19,155.75
Mary Queen of Scots,"Dec 29, 2018 7:00:00 PM",24,215.5
Mary Queen of Scots,"Dec 30, 2018 2:30:00 PM",28,234.5
Mary Queen of Scots,"Dec 30, 2018 5:00:00 PM",13,107.0
Mary Queen of Scots,"Dec 30, 2018 7:30:00 PM",36,341.0
Mary Queen of Scots,"Dec 31, 2018 5:00:00 PM",15,126.75
Mary Queen of Scots,"Dec 31, 2018 7:30:00 PM",11,97.75
Mary Queen of Scots,"Jan 1, 2019 2:30:00 PM",21,174.75
Mary Queen of Scots,"Jan 1, 2019 5:00:00 PM",17,124.5
Mary Queen of Scots,"Jan 2, 2019 5:00:00 PM",11,90.25
Mary Queen of Scots,"Jan 2, 2019 7:30:00 PM",24,213.25
Mary Queen of Scots,"Jan 3, 2019 4:30:00 PM",16,132.5
Mary Queen of Scots,"Jan 3, 2019 7:00:00 PM",16,139.5
Mary and the Witch's Flower,"Jan 26, 2018 10:00:00 PM",121,1079.75
Mary and the Witch's Flower,"Jan 27, 2018 10:00:00 PM",123,1119.75
Mary and the Witch's Flower,"Jan 27, 2018 11:30:00 AM",77,588.25
Mary and the Witch's Flower,"Jan 28, 2018 11:30:00 AM",86,660.75
Mary and the Witch's Flower,"Jan 30, 2018 7:15:00 PM",113,985.0
Mass Incarceration: An Animated Series,"Feb 12, 2019 7:00:00 PM",1,0.0
Maximum Overdrive,"Apr 19, 2019 9:30:00 PM",12,80.0
Maximum Overdrive,"Apr 20, 2019 9:30:00 PM",30,232.0
McKellen: Playing the Part,"Jul 24, 2018 7:30:00 PM",41,160.0
McQueen,"Oct 15, 2018 7:30:00 PM",9,30.0
Meeting Gorbachev,"Jun 1, 2019 5:00:00 PM",32,249.0
Meeting Gorbachev,"Jun 2, 2019 12:00:00 PM",9,42.25
Meeting Gorbachev,"Jun 2, 2019 7:30:00 PM",16,145.0
Meeting Gorbachev,"Jun 3, 2019 7:30:00 PM",8,60.0
Meeting Gorbachev,"Jun 4, 2019 7:30:00 PM",17,135.5
Meeting Gorbachev,"May 31, 2019 5:00:00 PM",34,224.25
Meeting the Man: James Baldwin in Paris / Ornette: Made in America,"Mar 13, 2019 7:30:00 PM",12,40.0
Menashe,"Aug 25, 2017 4:00:00 PM",13,98.25
Menashe,"Aug 25, 2017 6:00:00 PM",12,103.0
Menashe,"Aug 25, 2017 8:00:00 PM",12,112.0
Menashe,"Aug 26, 2017 2:00:00 PM",11,87.0
Menashe,"Aug 26, 2017 4:00:00 PM",9,69.75
Menashe,"Aug 26, 2017 6:00:00 PM",18,155.5
Menashe,"Aug 26, 2017 8:00:00 PM",19,174.75
Menashe,"Aug 27, 2017 2:00:00 PM",9,69.75
Menashe,"Aug 27, 2017 4:00:00 PM",6,45.75
Menashe,"Aug 27, 2017 6:00:00 PM",2,16.5
Menashe,"Aug 27, 2017 8:00:00 PM",6,53.25
Menashe,"Aug 28, 2017 5:30:00 PM",2,15.75
Menashe,"Aug 28, 2017 7:30:00 PM",23,186.5
Menashe,"Aug 29, 2017 5:30:00 PM",11,87.75
Menashe,"Aug 30, 2017 4:00:00 PM",4,30.0
Menashe,"Aug 30, 2017 6:00:00 PM",9,79.25
Menashe,"Aug 30, 2017 8:00:00 PM",4,35.75
Menashe,"Aug 31, 2017 4:00:00 PM",5,37.5
Menashe,"Aug 31, 2017 6:00:00 PM",7,56.0
Menashe,"Aug 31, 2017 8:00:00 PM",17,132.5
Menashe,"Sep 2, 2017 2:30:00 PM",18,136.5
Menashe,"Sep 3, 2017 1:30:00 PM",16,127.5
Mi vida dentro,"Oct 23, 2018 7:00:00 PM",32,260.0
Mia Madre,"Sep 23, 2016 4:30:00 PM",2,15.0
Mia Madre,"Sep 24, 2016 5:00:00 PM",19,150.75
Mia Madre,"Sep 25, 2016 6:00:00 PM",4,31.5
Mia Madre,"Sep 28, 2016 5:00:00 PM",4,23.25
Mia Madre,"Sep 29, 2016 4:30:00 PM",2,16.5
Midsommar,"Jul 10, 2019 4:30:00 PM",2,16.0
Midsommar,"Jul 10, 2019 7:30:00 PM",39,357.0
Midsommar,"Jul 11, 2019 6:30:00 PM",33,241.75
Midsommar,"Jul 12, 2019 4:30:00 PM",5,31.25
Midsommar,"Jul 12, 2019 7:30:00 PM",30,277.5
Midsommar,"Jul 13, 2019 3:30:00 PM",13,111.5
Midsommar,"Jul 13, 2019 6:30:00 PM",13,124.0
Midsommar,"Jul 14, 2019 1:30:00 PM",6,51.75
Midsommar,"Jul 14, 2019 4:30:00 PM",25,191.0
Midsommar,"Jul 14, 2019 7:30:00 PM",15,143.75
Midsommar,"Jul 15, 2019 4:30:00 PM",5,43.75
Midsommar,"Jul 16, 2019 4:30:00 PM",5,40.0
Midsommar,"Jul 16, 2019 7:30:00 PM",34,306.0
Midsommar,"Jul 17, 2019 7:30:00 PM",39,382.5
Midsommar,"Jul 18, 2019 4:30:00 PM",6,43.0
Midsommar,"Jul 18, 2019 7:30:00 PM",25,214.75
Midsommar,"Jul 5, 2019 6:30:00 PM",46,445.75
Midsommar,"Jul 6, 2019 3:30:00 PM",25,211.25
Midsommar,"Jul 6, 2019 6:30:00 PM",40,363.25
Midsommar,"Jul 7, 2019 4:30:00 PM",25,211.25
Midsommar,"Jul 7, 2019 7:30:00 PM",30,270.5
Midsommar,"Jul 8, 2019 4:30:00 PM",2,17.5
Midsommar,"Jul 8, 2019 7:30:00 PM",35,329.5
Midsommar,"Jul 9, 2019 4:30:00 PM",5,43.75
Midsommar,"Jul 9, 2019 7:30:00 PM",51,463.0
Minding the Gap,"Aug 8, 2018 7:30:00 PM",35,267.25
Mirai,"Dec 10, 2018 5:00:00 PM",12,81.5
Mirai,"Dec 11, 2018 4:30:00 PM",6,16.75
Mirai,"Dec 12, 2018 7:30:00 PM",21,191.5
Mirai,"Dec 13, 2018 7:00:00 PM",29,260.25
Mirai,"Dec 7, 2018 5:00:00 PM",20,167.5
Mirai,"Dec 8, 2018 8:00:00 PM",26,242.0
Mirai,"Dec 9, 2018 2:30:00 PM",35,271.0
Miss Sharon Jones!,"Sep 16, 2016 7:30:00 PM",11,98.5
Miss Sharon Jones!,"Sep 17, 2016 5:00:00 PM",9,73.5
Miss Sharon Jones!,"Sep 18, 2016 2:30:00 PM",10,76.5
Miss Sharon Jones!,"Sep 19, 2016 5:00:00 PM",2,15.0
Miss Sharon Jones!,"Sep 20, 2016 7:00:00 PM",10,95.75
Miss Sharon Jones!,"Sep 21, 2016 5:00:00 PM",10,79.5
Miss Sharon Jones!,"Sep 22, 2016 3:00:00 PM",1,8.25
Mississippi Masala,"Feb 4, 2019 7:00:00 PM",6,0.0
"Monrovia, Indiana","Nov 26, 2018 7:00:00 PM",24,70.0
Monterey Pop,"Aug 7, 2017 7:30:00 PM",77,744.0
Monty Python and the Holy Grail,"Feb 3, 2018 10:00:00 PM",37,328.0
Monty Python and the Holy Grail,"Feb 3, 2018 12:00:00 PM",24,193.25
Monty Python and the Holy Grail,"Feb 4, 2018 7:30:00 PM",18,158.25
Moonlight,"Dec 24, 2016 11:30:00 AM",32,251.25
Moonlight,"Dec 25, 2016 11:30:00 AM",21,156.0
Moonlight,"Dec 28, 2016 10:00:00 PM",23,208.75
Moonlight,"Dec 29, 2016 10:00:00 PM",43,382.25
Moonlight,"Dec 30, 2016 4:00:00 PM",43,339.75
Moonlight,"Dec 30, 2016 9:30:00 PM",21,179.5
Moonlight,"Dec 31, 2016 5:30:00 PM",32,237.0
Moonlight,"Jan 1, 2017 5:30:00 PM",91,696.75
Moonlight,"Jan 11, 2017 10:00:00 PM",32,283.5
Moonlight,"Jan 12, 2017 10:00:00 PM",57,512.0
Moonlight,"Jan 4, 2017 4:00:00 PM",34,247.5
Moonlight,"Jan 4, 2017 9:30:00 PM",17,158.25
Moonlight,"Jan 5, 2017 4:00:00 PM",23,182.25
Moonlight,"Jan 5, 2017 9:30:00 PM",25,218.25
Moonlight,"Jan 6, 2017 10:00:00 PM",23,192.75
Moonlight,"Jan 7, 2017 10:00:00 PM",33,299.0
Moonlight,"Mar 11, 2017 10:00:00 PM",36,320.75
Moonlight,"Mar 11, 2017 12:00:00 PM",48,360.75
Moonlight,"Mar 15, 2017 10:00:00 PM",32,282.0
Moonlight,"Mar 3, 2017 10:00:00 PM",39,326.25
Moonlight,"Mar 4, 2017 10:00:00 PM",90,813.0
Moonlight,"Mar 5, 2017 11:30:00 AM",88,693.0
Moonlight,"Mar 8, 2017 10:00:00 PM",39,322.5
Moonlight,"Mar 8, 2017 5:00:00 PM",40,310.5
Moonlight,"Nov 11, 2016 4:30:00 PM",30,236.25
Moonlight,"Nov 11, 2016 7:00:00 PM",65,583.75
Moonlight,"Nov 11, 2016 9:30:00 PM",34,295.25
Moonlight,"Nov 12, 2016 2:00:00 PM",35,277.5
Moonlight,"Nov 12, 2016 4:30:00 PM",50,394.5
Moonlight,"Nov 12, 2016 7:00:00 PM",98,856.5
Moonlight,"Nov 12, 2016 9:30:00 PM",23,212.0
Moonlight,"Nov 13, 2016 2:00:00 PM",25,195.75
Moonlight,"Nov 13, 2016 4:30:00 PM",38,281.25
Moonlight,"Nov 13, 2016 7:00:00 PM",34,311.75
Moonlight,"Nov 14, 2016 4:30:00 PM",18,141.0
Moonlight,"Nov 14, 2016 7:00:00 PM",128,1143.25
Moonlight,"Nov 15, 2016 4:30:00 PM",18,140.25
Moonlight,"Nov 15, 2016 7:00:00 PM",23,206.25
Moonlight,"Nov 16, 2016 2:00:00 PM",2,15.75
Moonlight,"Nov 16, 2016 4:30:00 PM",10,76.5
